"","State","District","Date","Monthly.Rainfall","Groundwater.Level","Year","Month.Name","Month","Day"
"1","Andhra Pradesh","Adilabad",2005-01-01,91.8,7.07,2005,"January",1,1
"2","Andhra Pradesh","Adilabad",2005-02-01,0.6,3.366,2005,"February",2,1
"3","Andhra Pradesh","Adilabad",2005-03-01,15.3,3.88141176470588,2005,"March",3,1
"4","Andhra Pradesh","Adilabad",2005-04-01,15.5,0,2005,"April",4,1
"5","Andhra Pradesh","Adilabad",2005-05-01,0,9.90964705882353,2005,"May",5,1
"6","Andhra Pradesh","Adilabad",2005-06-01,152.1,5.91564705882353,2005,"June",6,1
"7","Andhra Pradesh","Adilabad",2005-07-01,655.6,5.11988235294118,2005,"July",7,1
"8","Andhra Pradesh","Adilabad",2005-08-01,136.4,7.06082352941176,2005,"August",8,1
"9","Andhra Pradesh","Adilabad",2005-09-01,218.4,4.21329411764706,2005,"September",9,1
"10","Andhra Pradesh","Adilabad",2005-10-01,150.8,4.07611764705882,2005,"October",10,1
"11","Andhra Pradesh","Adilabad",2005-11-01,0,6.56011764705882,2005,"November",11,1
"12","Andhra Pradesh","Adilabad",2005-12-01,0,4.77105882352941,2005,"December",12,1
"13","Andhra Pradesh","Adilabad",2006-01-01,0,7.99707317073171,2006,"January",1,1
"14","Andhra Pradesh","Adilabad",2006-02-01,0,5.73268292682927,2006,"February",2,1
"15","Andhra Pradesh","Adilabad",2006-03-01,19.9,5.84243902439024,2006,"March",3,1
"16","Andhra Pradesh","Adilabad",2006-04-01,23.3,0,2006,"April",4,1
"17","Andhra Pradesh","Adilabad",2006-05-01,65,10.2587804878049,2006,"May",5,1
"18","Andhra Pradesh","Adilabad",2006-06-01,93.5,6.22317073170732,2006,"June",6,1
"19","Andhra Pradesh","Adilabad",2006-07-01,261.8,5.54146341463415,2006,"July",7,1
"20","Andhra Pradesh","Adilabad",2006-08-01,363.6,6.55463414634146,2006,"August",8,1
"21","Andhra Pradesh","Adilabad",2006-09-01,336,4.02207317073171,2006,"September",9,1
"22","Andhra Pradesh","Adilabad",2006-10-01,35.3,4.26695121951219,2006,"October",10,1
"23","Andhra Pradesh","Adilabad",2006-11-01,34.3,6.60975609756098,2006,"November",11,1
"24","Andhra Pradesh","Adilabad",2006-12-01,0,4.61817073170732,2006,"December",12,1
"25","Andhra Pradesh","Adilabad",2007-01-01,0,7.62682926829268,2007,"January",1,1
"26","Andhra Pradesh","Adilabad",2007-02-01,0,5.12634146341463,2007,"February",2,1
"27","Andhra Pradesh","Adilabad",2007-03-01,0.8,5.35365853658537,2007,"March",3,1
"28","Andhra Pradesh","Adilabad",2007-04-01,22.1,0,2007,"April",4,1
"29","Andhra Pradesh","Adilabad",2007-05-01,4.3,10.2874390243902,2007,"May",5,1
"30","Andhra Pradesh","Adilabad",2007-06-01,141.9,5.77243902439024,2007,"June",6,1
"31","Andhra Pradesh","Adilabad",2007-07-01,109.6,5.35,2007,"July",7,1
"32","Andhra Pradesh","Adilabad",2007-08-01,219.2,7.93865853658537,2007,"August",8,1
"33","Andhra Pradesh","Adilabad",2007-09-01,259.2,3.73731707317073,2007,"September",9,1
"34","Andhra Pradesh","Adilabad",2007-10-01,31.5,4.22926829268293,2007,"October",10,1
"35","Andhra Pradesh","Adilabad",2007-11-01,7.9,7.30268292682927,2007,"November",11,1
"36","Andhra Pradesh","Adilabad",2007-12-01,0,4.5990243902439,2007,"December",12,1
"37","Andhra Pradesh","Adilabad",2008-01-01,0,8.67414634146341,2008,"January",1,1
"38","Andhra Pradesh","Adilabad",2008-02-01,1.9,5.11036585365854,2008,"February",2,1
"39","Andhra Pradesh","Adilabad",2008-03-01,60.5,5.18731707317073,2008,"March",3,1
"40","Andhra Pradesh","Adilabad",2008-04-01,5.5,0,2008,"April",4,1
"41","Andhra Pradesh","Adilabad",2008-05-01,0,10.2448780487805,2008,"May",5,1
"42","Andhra Pradesh","Adilabad",2008-06-01,144.1,5.43243902439024,2008,"June",6,1
"43","Andhra Pradesh","Adilabad",2008-07-01,207.1,5.12634146341463,2008,"July",7,1
"44","Andhra Pradesh","Adilabad",2008-08-01,357.7,6.52256097560976,2008,"August",8,1
"45","Andhra Pradesh","Adilabad",2008-09-01,129,3.57134146341463,2008,"September",9,1
"46","Andhra Pradesh","Adilabad",2008-10-01,10.7,3.55609756097561,2008,"October",10,1
"47","Andhra Pradesh","Adilabad",2008-11-01,0.3,7.74268292682927,2008,"November",11,1
"48","Andhra Pradesh","Adilabad",2008-12-01,0,1.35560975609756,2008,"December",12,1
"49","Andhra Pradesh","Adilabad",2009-01-01,15.5,6.626875,2009,"January",1,1
"50","Andhra Pradesh","Adilabad",2009-02-01,0,0,2009,"February",2,1
"51","Andhra Pradesh","Adilabad",2009-03-01,3.9,0,2009,"March",3,1
"52","Andhra Pradesh","Adilabad",2009-04-01,0,0,2009,"April",4,1
"53","Andhra Pradesh","Adilabad",2009-05-01,23.8,8.20125,2009,"May",5,1
"54","Andhra Pradesh","Adilabad",2009-06-01,105,0,2009,"June",6,1
"55","Andhra Pradesh","Adilabad",2009-07-01,185.4,0,2009,"July",7,1
"56","Andhra Pradesh","Adilabad",2009-08-01,188.1,6.78708333333333,2009,"August",8,1
"57","Andhra Pradesh","Adilabad",2009-09-01,115.9,0,2009,"September",9,1
"58","Andhra Pradesh","Adilabad",2009-10-01,59.4,0,2009,"October",10,1
"59","Andhra Pradesh","Adilabad",2009-11-01,22.7,6.79833333333333,2009,"November",11,1
"60","Andhra Pradesh","Adilabad",2009-12-01,0.6,0,2009,"December",12,1
"61","Uttar Pradesh","Agra",2005-01-01,0,13.9272222222222,2005,"January",1,1
"62","Uttar Pradesh","Agra",2005-02-01,0,0,2005,"February",2,1
"63","Uttar Pradesh","Agra",2005-03-01,8.5,0,2005,"March",3,1
"64","Uttar Pradesh","Agra",2005-04-01,3,0,2005,"April",4,1
"65","Uttar Pradesh","Agra",2005-05-01,1,14.0827777777778,2005,"May",5,1
"66","Uttar Pradesh","Agra",2005-06-01,9.7,0,2005,"June",6,1
"67","Uttar Pradesh","Agra",2005-07-01,312.4,0,2005,"July",7,1
"68","Uttar Pradesh","Agra",2005-08-01,37.5,12.6033333333333,2005,"August",8,1
"69","Uttar Pradesh","Agra",2005-09-01,46.3,0,2005,"September",9,1
"70","Uttar Pradesh","Agra",2005-10-01,0,0,2005,"October",10,1
"71","Uttar Pradesh","Agra",2005-11-01,0,13.235,2005,"November",11,1
"72","Uttar Pradesh","Agra",2005-12-01,1,0,2005,"December",12,1
"73","Uttar Pradesh","Agra",2006-01-01,0,13.8177777777778,2006,"January",1,1
"74","Uttar Pradesh","Agra",2006-02-01,0,0,2006,"February",2,1
"75","Uttar Pradesh","Agra",2006-03-01,1,0,2006,"March",3,1
"76","Uttar Pradesh","Agra",2006-04-01,0.1,0,2006,"April",4,1
"77","Uttar Pradesh","Agra",2006-05-01,7,12.2916666666667,2006,"May",5,1
"78","Uttar Pradesh","Agra",2006-06-01,20,1.55277777777778,2006,"June",6,1
"79","Uttar Pradesh","Agra",2006-07-01,190.8,1.55,2006,"July",7,1
"80","Uttar Pradesh","Agra",2006-08-01,63.5,13.5038888888889,2006,"August",8,1
"81","Uttar Pradesh","Agra",2006-09-01,29.8,1.49777777777778,2006,"September",9,1
"82","Uttar Pradesh","Agra",2006-10-01,3,1.49722222222222,2006,"October",10,1
"83","Uttar Pradesh","Agra",2006-11-01,0,14.7155555555556,2006,"November",11,1
"84","Uttar Pradesh","Agra",2006-12-01,0,1.54555555555556,2006,"December",12,1
"85","Uttar Pradesh","Agra",2007-01-01,0,15.1922222222222,2007,"January",1,1
"86","Uttar Pradesh","Agra",2007-02-01,31.5,0,2007,"February",2,1
"87","Uttar Pradesh","Agra",2007-03-01,24.2,0,2007,"March",3,1
"88","Uttar Pradesh","Agra",2007-04-01,0,0,2007,"April",4,1
"89","Uttar Pradesh","Agra",2007-05-01,4.5,12.1888888888889,2007,"May",5,1
"90","Uttar Pradesh","Agra",2007-06-01,62.9,1.48277777777778,2007,"June",6,1
"91","Uttar Pradesh","Agra",2007-07-01,81.3,0,2007,"July",7,1
"92","Uttar Pradesh","Agra",2007-08-01,116.1,11.78,2007,"August",8,1
"93","Uttar Pradesh","Agra",2007-09-01,46.6,1.48444444444444,2007,"September",9,1
"94","Uttar Pradesh","Agra",2007-10-01,0,1.48444444444444,2007,"October",10,1
"95","Uttar Pradesh","Agra",2007-11-01,0,11.6322222222222,2007,"November",11,1
"96","Uttar Pradesh","Agra",2007-12-01,0.4,1.49555555555556,2007,"December",12,1
"97","Uttar Pradesh","Agra",2008-01-01,0,16.523125,2008,"January",1,1
"98","Uttar Pradesh","Agra",2008-02-01,0,1.71375,2008,"February",2,1
"99","Uttar Pradesh","Agra",2008-03-01,0,1.729375,2008,"March",3,1
"100","Uttar Pradesh","Agra",2008-04-01,14.1,0,2008,"April",4,1
"101","Uttar Pradesh","Agra",2008-05-01,22.2,14.616875,2008,"May",5,1
"102","Uttar Pradesh","Agra",2008-06-01,116,1.778125,2008,"June",6,1
"103","Uttar Pradesh","Agra",2008-07-01,173.2,1.7475,2008,"July",7,1
"104","Uttar Pradesh","Agra",2008-08-01,162.7,8.269375,2008,"August",8,1
"105","Uttar Pradesh","Agra",2008-09-01,56.6,1.7025,2008,"September",9,1
"106","Uttar Pradesh","Agra",2008-10-01,0.3,1.714375,2008,"October",10,1
"107","Uttar Pradesh","Agra",2008-11-01,0,8.836875,2008,"November",11,1
"108","Uttar Pradesh","Agra",2008-12-01,0,0,2008,"December",12,1
"109","Uttar Pradesh","Agra",2009-01-01,0,13.7709090909091,2009,"January",1,1
"110","Uttar Pradesh","Agra",2009-02-01,0,0,2009,"February",2,1
"111","Uttar Pradesh","Agra",2009-03-01,0,0,2009,"March",3,1
"112","Uttar Pradesh","Agra",2009-04-01,1.6,0,2009,"April",4,1
"113","Uttar Pradesh","Agra",2009-05-01,38,15.72,2009,"May",5,1
"114","Uttar Pradesh","Agra",2009-06-01,16.8,0,2009,"June",6,1
"115","Uttar Pradesh","Agra",2009-07-01,74.1,0,2009,"July",7,1
"116","Uttar Pradesh","Agra",2009-08-01,76.7,14.4381818181818,2009,"August",8,1
"117","Uttar Pradesh","Agra",2009-09-01,84.4,0,2009,"September",9,1
"118","Uttar Pradesh","Agra",2009-10-01,62.6,0,2009,"October",10,1
"119","Uttar Pradesh","Agra",2009-11-01,14.8,15.7318181818182,2009,"November",11,1
"120","Uttar Pradesh","Agra",2009-12-01,2,0,2009,"December",12,1
"121","Gujarat","Ahmedabad",2005-01-01,0,29.7137096774194,2005,"January",1,1
"122","Gujarat","Ahmedabad",2005-02-01,0,0,2005,"February",2,1
"123","Gujarat","Ahmedabad",2005-03-01,0,0,2005,"March",3,1
"124","Gujarat","Ahmedabad",2005-04-01,0,0,2005,"April",4,1
"125","Gujarat","Ahmedabad",2005-05-01,0,24.8140322580645,2005,"May",5,1
"126","Gujarat","Ahmedabad",2005-06-01,393.2,0,2005,"June",6,1
"127","Gujarat","Ahmedabad",2005-07-01,301,0,2005,"July",7,1
"128","Gujarat","Ahmedabad",2005-08-01,223.3,17.7648387096774,2005,"August",8,1
"129","Gujarat","Ahmedabad",2005-09-01,341.4,0,2005,"September",9,1
"130","Gujarat","Ahmedabad",2005-10-01,0,0,2005,"October",10,1
"131","Gujarat","Ahmedabad",2005-11-01,0,31.3061290322581,2005,"November",11,1
"132","Gujarat","Ahmedabad",2005-12-01,0,0,2005,"December",12,1
"133","Gujarat","Ahmedabad",2006-01-01,0,36.2124074074074,2006,"January",1,1
"134","Gujarat","Ahmedabad",2006-02-01,0,0,2006,"February",2,1
"135","Gujarat","Ahmedabad",2006-03-01,0.4,0,2006,"March",3,1
"136","Gujarat","Ahmedabad",2006-04-01,0,0,2006,"April",4,1
"137","Gujarat","Ahmedabad",2006-05-01,0,32.3414814814815,2006,"May",5,1
"138","Gujarat","Ahmedabad",2006-06-01,84.9,0,2006,"June",6,1
"139","Gujarat","Ahmedabad",2006-07-01,433,0,2006,"July",7,1
"140","Gujarat","Ahmedabad",2006-08-01,268,33.0390740740741,2006,"August",8,1
"141","Gujarat","Ahmedabad",2006-09-01,108.5,0,2006,"September",9,1
"142","Gujarat","Ahmedabad",2006-10-01,0,0,2006,"October",10,1
"143","Gujarat","Ahmedabad",2006-11-01,0,26.1814814814815,2006,"November",11,1
"144","Gujarat","Ahmedabad",2006-12-01,0,0,2006,"December",12,1
"145","Gujarat","Ahmedabad",2007-01-01,0,36.9877358490566,2007,"January",1,1
"146","Gujarat","Ahmedabad",2007-02-01,0.1,0,2007,"February",2,1
"147","Gujarat","Ahmedabad",2007-03-01,0,0,2007,"March",3,1
"148","Gujarat","Ahmedabad",2007-04-01,0,0,2007,"April",4,1
"149","Gujarat","Ahmedabad",2007-05-01,0.4,33.3894339622641,2007,"May",5,1
"150","Gujarat","Ahmedabad",2007-06-01,95.3,0,2007,"June",6,1
"151","Gujarat","Ahmedabad",2007-07-01,381.2,0,2007,"July",7,1
"152","Gujarat","Ahmedabad",2007-08-01,310,32.8345283018868,2007,"August",8,1
"153","Gujarat","Ahmedabad",2007-09-01,103.2,0,2007,"September",9,1
"154","Gujarat","Ahmedabad",2007-10-01,0,0,2007,"October",10,1
"155","Gujarat","Ahmedabad",2007-11-01,0,31.0956603773585,2007,"November",11,1
"156","Gujarat","Ahmedabad",2007-12-01,0,0,2007,"December",12,1
"157","Gujarat","Ahmedabad",2008-01-01,0,33.7605882352941,2008,"January",1,1
"158","Gujarat","Ahmedabad",2008-02-01,0,0,2008,"February",2,1
"159","Gujarat","Ahmedabad",2008-03-01,0,0,2008,"March",3,1
"160","Gujarat","Ahmedabad",2008-04-01,0.7,0,2008,"April",4,1
"161","Gujarat","Ahmedabad",2008-05-01,0,25.56,2008,"May",5,1
"162","Gujarat","Ahmedabad",2008-06-01,26.7,1.87862745098039,2008,"June",6,1
"163","Gujarat","Ahmedabad",2008-07-01,221.9,0,2008,"July",7,1
"164","Gujarat","Ahmedabad",2008-08-01,233.6,22.3019607843137,2008,"August",8,1
"165","Gujarat","Ahmedabad",2008-09-01,273.5,0,2008,"September",9,1
"166","Gujarat","Ahmedabad",2008-10-01,8.4,0,2008,"October",10,1
"167","Gujarat","Ahmedabad",2008-11-01,0,26.6556862745098,2008,"November",11,1
"168","Gujarat","Ahmedabad",2008-12-01,2,0,2008,"December",12,1
"169","Gujarat","Ahmedabad",2009-01-01,0,24.6422222222222,2009,"January",1,1
"170","Gujarat","Ahmedabad",2009-02-01,0,0,2009,"February",2,1
"171","Gujarat","Ahmedabad",2009-03-01,0,0,2009,"March",3,1
"172","Gujarat","Ahmedabad",2009-04-01,0,0,2009,"April",4,1
"173","Gujarat","Ahmedabad",2009-05-01,0,25.4268518518519,2009,"May",5,1
"174","Gujarat","Ahmedabad",2009-06-01,4.7,0,2009,"June",6,1
"175","Gujarat","Ahmedabad",2009-07-01,265.5,0,2009,"July",7,1
"176","Gujarat","Ahmedabad",2009-08-01,103.2,20.8314814814815,2009,"August",8,1
"177","Gujarat","Ahmedabad",2009-09-01,8.8,0,2009,"September",9,1
"178","Gujarat","Ahmedabad",2009-10-01,4.9,0,2009,"October",10,1
"179","Gujarat","Ahmedabad",2009-11-01,0,28.5364814814815,2009,"November",11,1
"180","Gujarat","Ahmedabad",2009-12-01,0,0,2009,"December",12,1
"181","Maharashtra","Ahmednagar",2005-01-01,0.8,6.07436363636364,2005,"January",1,1
"182","Maharashtra","Ahmednagar",2005-02-01,0,0,2005,"February",2,1
"183","Maharashtra","Ahmednagar",2005-03-01,0.1,0,2005,"March",3,1
"184","Maharashtra","Ahmednagar",2005-04-01,1.8,0,2005,"April",4,1
"185","Maharashtra","Ahmednagar",2005-05-01,0.7,9.40490909090909,2005,"May",5,1
"186","Maharashtra","Ahmednagar",2005-06-01,82.7,0,2005,"June",6,1
"187","Maharashtra","Ahmednagar",2005-07-01,146.9,0,2005,"July",7,1
"188","Maharashtra","Ahmednagar",2005-08-01,79.6,7.65836363636364,2005,"August",8,1
"189","Maharashtra","Ahmednagar",2005-09-01,214,0,2005,"September",9,1
"190","Maharashtra","Ahmednagar",2005-10-01,114.9,0,2005,"October",10,1
"191","Maharashtra","Ahmednagar",2005-11-01,0,4.59327272727273,2005,"November",11,1
"192","Maharashtra","Ahmednagar",2005-12-01,0,0,2005,"December",12,1
"193","Maharashtra","Ahmednagar",2006-01-01,0,6.768,2006,"January",1,1
"194","Maharashtra","Ahmednagar",2006-02-01,0,0,2006,"February",2,1
"195","Maharashtra","Ahmednagar",2006-03-01,0,0,2006,"March",3,1
"196","Maharashtra","Ahmednagar",2006-04-01,0,0,2006,"April",4,1
"197","Maharashtra","Ahmednagar",2006-05-01,8.1,9.264,2006,"May",5,1
"198","Maharashtra","Ahmednagar",2006-06-01,166.1,0,2006,"June",6,1
"199","Maharashtra","Ahmednagar",2006-07-01,124.3,0,2006,"July",7,1
"200","Maharashtra","Ahmednagar",2006-08-01,176.2,7.72454545454545,2006,"August",8,1
"201","Maharashtra","Ahmednagar",2006-09-01,225.9,0,2006,"September",9,1
"202","Maharashtra","Ahmednagar",2006-10-01,71.2,0,2006,"October",10,1
"203","Maharashtra","Ahmednagar",2006-11-01,0,6.28909090909091,2006,"November",11,1
"204","Maharashtra","Ahmednagar",2006-12-01,0,0,2006,"December",12,1
"205","Maharashtra","Ahmednagar",2007-01-01,0,6.69796610169491,2007,"January",1,1
"206","Maharashtra","Ahmednagar",2007-02-01,0,0,2007,"February",2,1
"207","Maharashtra","Ahmednagar",2007-03-01,0,0,2007,"March",3,1
"208","Maharashtra","Ahmednagar",2007-04-01,0,0,2007,"April",4,1
"209","Maharashtra","Ahmednagar",2007-05-01,0,6.79440677966102,2007,"May",5,1
"210","Maharashtra","Ahmednagar",2007-06-01,205.2,0,2007,"June",6,1
"211","Maharashtra","Ahmednagar",2007-07-01,101.8,0,2007,"July",7,1
"212","Maharashtra","Ahmednagar",2007-08-01,126.4,5.82762711864407,2007,"August",8,1
"213","Maharashtra","Ahmednagar",2007-09-01,157.8,0,2007,"September",9,1
"214","Maharashtra","Ahmednagar",2007-10-01,0,0,2007,"October",10,1
"215","Maharashtra","Ahmednagar",2007-11-01,0,6.16983050847458,2007,"November",11,1
"216","Maharashtra","Ahmednagar",2007-12-01,0,0,2007,"December",12,1
"217","Maharashtra","Ahmednagar",2008-01-01,0,0,2008,"January",1,1
"218","Maharashtra","Ahmednagar",2008-02-01,0,0,2008,"February",2,1
"219","Maharashtra","Ahmednagar",2008-03-01,51.9,0,2008,"March",3,1
"220","Maharashtra","Ahmednagar",2008-04-01,4.5,0,2008,"April",4,1
"221","Maharashtra","Ahmednagar",2008-05-01,0,0,2008,"May",5,1
"222","Maharashtra","Ahmednagar",2008-06-01,37.7,0,2008,"June",6,1
"223","Maharashtra","Ahmednagar",2008-07-01,65.2,0,2008,"July",7,1
"224","Maharashtra","Ahmednagar",2008-08-01,108.4,4.27925925925926,2008,"August",8,1
"225","Maharashtra","Ahmednagar",2008-09-01,327.3,0,2008,"September",9,1
"226","Maharashtra","Ahmednagar",2008-10-01,53,0,2008,"October",10,1
"227","Maharashtra","Ahmednagar",2008-11-01,0.9,0,2008,"November",11,1
"228","Maharashtra","Ahmednagar",2008-12-01,0,0,2008,"December",12,1
"229","Maharashtra","Ahmednagar",2009-01-01,0,0,2009,"January",1,1
"230","Maharashtra","Ahmednagar",2009-02-01,0,0,2009,"February",2,1
"231","Maharashtra","Ahmednagar",2009-03-01,0,0,2009,"March",3,1
"232","Maharashtra","Ahmednagar",2009-04-01,0,0,2009,"April",4,1
"233","Maharashtra","Ahmednagar",2009-05-01,0,0,2009,"May",5,1
"234","Maharashtra","Ahmednagar",2009-06-01,75.6,0,2009,"June",6,1
"235","Maharashtra","Ahmednagar",2009-07-01,122,0,2009,"July",7,1
"236","Maharashtra","Ahmednagar",2009-08-01,127.3,0,2009,"August",8,1
"237","Maharashtra","Ahmednagar",2009-09-01,123,0,2009,"September",9,1
"238","Maharashtra","Ahmednagar",2009-10-01,73.4,0,2009,"October",10,1
"239","Maharashtra","Ahmednagar",2009-11-01,127.6,0,2009,"November",11,1
"240","Maharashtra","Ahmednagar",2009-12-01,2.9,0,2009,"December",12,1
"241","Mizoram","Aizawl",2005-01-01,6.1,0,2005,"January",1,1
"242","Mizoram","Aizawl",2005-02-01,6.7,0,2005,"February",2,1
"243","Mizoram","Aizawl",2005-03-01,153.7,0,2005,"March",3,1
"244","Mizoram","Aizawl",2005-04-01,85.1,0,2005,"April",4,1
"245","Mizoram","Aizawl",2005-05-01,295.5,0,2005,"May",5,1
"246","Mizoram","Aizawl",2005-06-01,118.5,0,2005,"June",6,1
"247","Mizoram","Aizawl",2005-07-01,410.7,0,2005,"July",7,1
"248","Mizoram","Aizawl",2005-08-01,250.6,0,2005,"August",8,1
"249","Mizoram","Aizawl",2005-09-01,308.7,0,2005,"September",9,1
"250","Mizoram","Aizawl",2005-10-01,222,0,2005,"October",10,1
"251","Mizoram","Aizawl",2005-11-01,34.8,0,2005,"November",11,1
"252","Mizoram","Aizawl",2005-12-01,5.4,0,2005,"December",12,1
"253","Mizoram","Aizawl",2006-01-01,0,0,2006,"January",1,1
"254","Mizoram","Aizawl",2006-02-01,4.8,0,2006,"February",2,1
"255","Mizoram","Aizawl",2006-03-01,1.5,0,2006,"March",3,1
"256","Mizoram","Aizawl",2006-04-01,57.1,0,2006,"April",4,1
"257","Mizoram","Aizawl",2006-05-01,387.5,0,2006,"May",5,1
"258","Mizoram","Aizawl",2006-06-01,469.1,0,2006,"June",6,1
"259","Mizoram","Aizawl",2006-07-01,411.2,0,2006,"July",7,1
"260","Mizoram","Aizawl",2006-08-01,264.4,0,2006,"August",8,1
"261","Mizoram","Aizawl",2006-09-01,242.2,0,2006,"September",9,1
"262","Mizoram","Aizawl",2006-10-01,182.7,0,2006,"October",10,1
"263","Mizoram","Aizawl",2006-11-01,2.5,0,2006,"November",11,1
"264","Mizoram","Aizawl",2006-12-01,0,0,2006,"December",12,1
"265","Mizoram","Aizawl",2007-01-01,0,0,2007,"January",1,1
"266","Mizoram","Aizawl",2007-02-01,61.3,0,2007,"February",2,1
"267","Mizoram","Aizawl",2007-03-01,26.9,0,2007,"March",3,1
"268","Mizoram","Aizawl",2007-04-01,222.2,0,2007,"April",4,1
"269","Mizoram","Aizawl",2007-05-01,201.1,0,2007,"May",5,1
"270","Mizoram","Aizawl",2007-06-01,511.6,0,2007,"June",6,1
"271","Mizoram","Aizawl",2007-07-01,424.5,0,2007,"July",7,1
"272","Mizoram","Aizawl",2007-08-01,447.1,0,2007,"August",8,1
"273","Mizoram","Aizawl",2007-09-01,580.3,0,2007,"September",9,1
"274","Mizoram","Aizawl",2007-10-01,185.6,0,2007,"October",10,1
"275","Mizoram","Aizawl",2007-11-01,99.3,0,2007,"November",11,1
"276","Mizoram","Aizawl",2007-12-01,0,0,2007,"December",12,1
"277","Mizoram","Aizawl",2008-01-01,37.7,0,2008,"January",1,1
"278","Mizoram","Aizawl",2008-02-01,9.4,0,2008,"February",2,1
"279","Mizoram","Aizawl",2008-03-01,9.2,0,2008,"March",3,1
"280","Mizoram","Aizawl",2008-04-01,55.5,0,2008,"April",4,1
"281","Mizoram","Aizawl",2008-05-01,140.4,0,2008,"May",5,1
"282","Mizoram","Aizawl",2008-06-01,246.3,0,2008,"June",6,1
"283","Mizoram","Aizawl",2008-07-01,258.8,0,2008,"July",7,1
"284","Mizoram","Aizawl",2008-08-01,426.4,0,2008,"August",8,1
"285","Mizoram","Aizawl",2008-09-01,377.8,0,2008,"September",9,1
"286","Mizoram","Aizawl",2008-10-01,164.8,0,2008,"October",10,1
"287","Mizoram","Aizawl",2008-11-01,24.6,0,2008,"November",11,1
"288","Mizoram","Aizawl",2008-12-01,0,0,2008,"December",12,1
"289","Mizoram","Aizawl",2009-01-01,0,0,2009,"January",1,1
"290","Mizoram","Aizawl",2009-02-01,0.3,0,2009,"February",2,1
"291","Mizoram","Aizawl",2009-03-01,0,0,2009,"March",3,1
"292","Mizoram","Aizawl",2009-04-01,125.8,0,2009,"April",4,1
"293","Mizoram","Aizawl",2009-05-01,201.4,0,2009,"May",5,1
"294","Mizoram","Aizawl",2009-06-01,207.5,0,2009,"June",6,1
"295","Mizoram","Aizawl",2009-07-01,300.3,0,2009,"July",7,1
"296","Mizoram","Aizawl",2009-08-01,331.6,0,2009,"August",8,1
"297","Mizoram","Aizawl",2009-09-01,249,0,2009,"September",9,1
"298","Mizoram","Aizawl",2009-10-01,231.9,0,2009,"October",10,1
"299","Mizoram","Aizawl",2009-11-01,12,0,2009,"November",11,1
"300","Mizoram","Aizawl",2009-12-01,0,0,2009,"December",12,1
"301","Rajasthan","Ajmer",2005-01-01,0.2,14.003,2005,"January",1,1
"302","Rajasthan","Ajmer",2005-02-01,2.9,0,2005,"February",2,1
"303","Rajasthan","Ajmer",2005-03-01,9.5,0,2005,"March",3,1
"304","Rajasthan","Ajmer",2005-04-01,28.1,0,2005,"April",4,1
"305","Rajasthan","Ajmer",2005-05-01,2.4,5.6502,2005,"May",5,1
"306","Rajasthan","Ajmer",2005-06-01,57,0,2005,"June",6,1
"307","Rajasthan","Ajmer",2005-07-01,148.1,0,2005,"July",7,1
"308","Rajasthan","Ajmer",2005-08-01,79.9,17.333,2005,"August",8,1
"309","Rajasthan","Ajmer",2005-09-01,170.6,0,2005,"September",9,1
"310","Rajasthan","Ajmer",2005-10-01,0,0,2005,"October",10,1
"311","Rajasthan","Ajmer",2005-11-01,0,17.2268,2005,"November",11,1
"312","Rajasthan","Ajmer",2005-12-01,0,0,2005,"December",12,1
"313","Rajasthan","Ajmer",2006-01-01,0,19.7277551020408,2006,"January",1,1
"314","Rajasthan","Ajmer",2006-02-01,0,0,2006,"February",2,1
"315","Rajasthan","Ajmer",2006-03-01,0.7,0,2006,"March",3,1
"316","Rajasthan","Ajmer",2006-04-01,0,0,2006,"April",4,1
"317","Rajasthan","Ajmer",2006-05-01,29,13.5961224489796,2006,"May",5,1
"318","Rajasthan","Ajmer",2006-06-01,48.3,0,2006,"June",6,1
"319","Rajasthan","Ajmer",2006-07-01,101.7,0,2006,"July",7,1
"320","Rajasthan","Ajmer",2006-08-01,219.4,12.0583673469388,2006,"August",8,1
"321","Rajasthan","Ajmer",2006-09-01,43.4,0,2006,"September",9,1
"322","Rajasthan","Ajmer",2006-10-01,0.1,0,2006,"October",10,1
"323","Rajasthan","Ajmer",2006-11-01,0,12.2495918367347,2006,"November",11,1
"324","Rajasthan","Ajmer",2006-12-01,0,0,2006,"December",12,1
"325","Rajasthan","Ajmer",2007-01-01,0.4,12.2978723404255,2007,"January",1,1
"326","Rajasthan","Ajmer",2007-02-01,10.6,0,2007,"February",2,1
"327","Rajasthan","Ajmer",2007-03-01,4.5,0,2007,"March",3,1
"328","Rajasthan","Ajmer",2007-04-01,0.5,0,2007,"April",4,1
"329","Rajasthan","Ajmer",2007-05-01,0.9,13.9923404255319,2007,"May",5,1
"330","Rajasthan","Ajmer",2007-06-01,47.1,0,2007,"June",6,1
"331","Rajasthan","Ajmer",2007-07-01,172.9,0,2007,"July",7,1
"332","Rajasthan","Ajmer",2007-08-01,92.6,17.6268085106383,2007,"August",8,1
"333","Rajasthan","Ajmer",2007-09-01,46.3,0,2007,"September",9,1
"334","Rajasthan","Ajmer",2007-10-01,0,0,2007,"October",10,1
"335","Rajasthan","Ajmer",2007-11-01,0,18.2668085106383,2007,"November",11,1
"336","Rajasthan","Ajmer",2007-12-01,1.8,0,2007,"December",12,1
"337","Rajasthan","Ajmer",2008-01-01,0,17.9788372093023,2008,"January",1,1
"338","Rajasthan","Ajmer",2008-02-01,0,0,2008,"February",2,1
